,IdAlumno,CantParcialesDesaprobados,CantFinalesDesaprobados,ExcedeNotasDesaprobadasNoParcNoFin,CantCursosDesaprobados,CantCursos,ExcedeMitadCursosDesaprobados,ProgramaAlu
13120,100133094,2,2,SI,2,6,NO,Ing. Empresarial y de Sistemas
13121,100133099,2,2,NO,0,6,NO,Derecho
13122,100133103,0,1,NO,0,6,NO,Farmacia y Bioquímica
13123,100133112,0,1,NO,0,5,NO,Comunicación y Publicidad
13124,100133115,0,0,NO,0,7,NO,Comunicación y Publicidad
13125,100133117,3,3,SI,0,5,NO,Medicina Humana
13126,100133123,2,3,NO,0,7,NO,Derecho
13127,100133128,2,2,SI,1,7,NO,Psicología
13128,100133133,0,0,NO,0,7,NO,Ingeniería Ambiental
13129,100133137,2,0,NO,0,4,NO,Enfermería
13130,100133139,2,4,SI,0,6,NO,Medic Veterinaria y Zootecnia
13131,100133144,1,1,NO,0,4,NO,Comunicación y Publicidad
13132,100133146,1,0,SI,0,5,NO,Medicina Humana
13133,100133147,2,1,NO,0,4,NO,Enfermería
13134,100133148,0,0,NO,0,6,NO,Adm. Negocios Internacionales
13135,100133149,3,3,SI,2,6,NO,Marketing y Administración
13136,100133150,3,3,SI,0,7,NO,Ingeniería Ambiental
13137,100133152,0,0,NO,0,5,NO,Medicina Humana
13138,100133155,1,2,NO,0,5,NO,Ingeniería Ambiental
13139,100133156,4,0,SI,0,6,NO,Psicología
13140,100133167,0,0,NO,0,7,NO,Adm. Negocios Internacionales
13141,100133170,1,0,NO,0,5,NO,Obstetricia
13142,100133172,1,0,NO,0,7,NO,Adm. Negocios Internacionales
13143,100133178,0,1,NO,0,6,NO,Ingeniería Ambiental
13144,100133187,2,0,NO,0,5,NO,Estomatología
13145,100133192,0,2,NO,0,6,NO,Ingeniería Civil
13146,100133193,1,1,NO,0,5,NO,Medicina Humana
13147,100133195,0,1,NO,0,6,NO,Medicina Humana
13148,100133198,3,1,SI,0,6,NO,Medicina Humana
13149,100133201,1,2,NO,0,6,NO,Medicina Humana
13150,100133203,3,3,NO,0,6,NO,Psicología
13151,100133207,0,0,NO,0,7,NO,Adm. Negocios Internacionales
13152,100133209,5,5,SI,3,6,SI,Derecho
13153,100133213,1,2,SI,0,5,NO,Obstetricia
13154,100133216,3,1,NO,0,6,NO,Medicina Humana
13155,100133218,0,2,NO,0,7,NO,Ing. Empresarial y de Sistemas
13156,100133219,0,0,NO,0,7,NO,Comunicación y Publicidad
13157,100133224,3,2,SI,0,4,NO,Psicología
13158,100133228,3,2,NO,0,7,NO,Estomatología
13159,100133231,0,0,NO,0,7,NO,Comunicación y Publicidad
13160,100133237,2,0,SI,0,7,NO,Arquitectura y Urb Ambiental
13161,100133246,2,2,NO,0,5,NO,Medic Veterinaria y Zootecnia
13162,100133252,1,2,NO,0,7,NO,Ing. Empresarial y de Sistemas
13163,100133254,4,2,NO,0,6,NO,Medicina Humana
13164,100133255,0,0,NO,0,4,NO,Estomatología
13165,100133258,3,1,SI,0,6,NO,Medic Veterinaria y Zootecnia
13166,100133261,1,0,NO,0,6,NO,Enfermería
13167,100133263,2,2,SI,0,6,NO,Enfermería
13168,100133274,3,3,SI,1,6,NO,Farmacia y Bioquímica
13169,100133281,1,0,NO,0,6,NO,Enfermería
13170,100133288,1,0,NO,0,7,NO,Comunicación y Publicidad
13171,100133291,0,0,NO,0,7,NO,Derecho
13172,100133302,2,1,NO,0,4,NO,Obstetricia
13173,100133305,2,1,NO,0,7,NO,Enfermería
13174,100133316,1,1,NO,0,6,NO,Medicina Humana
13175,100133321,1,1,NO,0,5,NO,Medicina Humana
13176,100133325,1,2,NO,0,5,NO,Medicina Humana
13177,100133327,1,1,NO,0,6,NO,Derecho
13178,100133328,3,1,SI,0,6,NO,Medicina Humana
13179,100133331,0,0,NO,0,6,NO,Arquitectura y Urb Ambiental
13180,100133334,1,1,NO,0,5,NO,Biología Marina
13181,100133336,1,0,NO,0,7,NO,Farmacia y Bioquímica
13182,100133339,2,1,NO,0,6,NO,Medicina Humana
13183,100133344,2,1,SI,1,8,NO,Derecho
13184,100133345,4,0,NO,0,6,NO,Enfermería
13185,100133347,0,1,NO,0,7,NO,Derecho
13186,100133348,2,1,SI,0,5,NO,Enfermería
13187,100133353,2,2,NO,0,6,NO,Ingeniería Ambiental
13188,100133374,3,2,NO,0,6,NO,Enfermería
13189,100133375,3,5,SI,2,7,NO,Enfermería
13190,100133380,2,0,NO,0,8,NO,Arquitectura y Urb Ambiental
13191,100133383,2,3,SI,1,7,NO,Artes Escénicas
13192,100133389,2,0,NO,0,7,NO,Estomatología
13193,100133392,1,0,NO,0,5,NO,Medic Veterinaria y Zootecnia
13194,100133393,0,0,NO,0,5,NO,Arquitectura y Urb Ambiental
13195,100133396,3,0,NO,0,6,NO,Enfermería
13196,100133398,3,1,SI,0,5,NO,Medicina Humana
13197,100133401,3,0,NO,0,5,NO,Ingeniería Civil
13198,100133403,4,4,SI,4,4,SI,Farmacia y Bioquímica
13199,100133405,3,0,SI,0,8,NO,Arquitectura y Urb Ambiental
13200,100133406,1,0,NO,0,8,NO,Artes Escénicas
13201,100133407,1,2,NO,0,6,NO,Medicina Humana
13202,100133408,1,2,NO,0,7,NO,Farmacia y Bioquímica
13203,100133411,6,6,SI,6,6,SI,Adm. Negocios Internacionales
13204,100133419,3,3,SI,0,6,NO,Derecho
13205,100133422,5,6,SI,5,6,SI,Estomatología
13206,100133424,0,1,NO,0,7,NO,Marketing y Administración
13207,100133430,1,0,NO,0,6,NO,Estomatología
13208,100133432,1,0,NO,0,5,NO,Obstetricia
13209,100133434,3,3,NO,0,6,NO,Ing. Empresarial y de Sistemas
13210,100133435,4,2,SI,1,5,NO,Ingeniería Civil
13211,100133437,1,0,NO,0,6,NO,Adm. Negocios Internacionales
13212,100133441,4,4,SI,2,6,NO,Medicina Humana
13213,100133443,2,1,NO,0,7,NO,Psicología
13214,100133445,0,0,NO,0,5,NO,Adm. Negocios Internacionales
13215,100133446,2,0,NO,0,5,NO,Psicología
13216,100133447,2,1,SI,0,4,NO,Medicina Humana
13217,100133463,3,2,SI,0,6,NO,Nutrición y Dietética
13218,100133468,0,1,NO,0,7,NO,Medicina Humana
13219,100133470,1,0,NO,0,5,NO,Ingeniería Civil
13220,100133472,0,0,NO,0,7,NO,Marketing y Administración
13221,100133473,1,0,NO,0,4,NO,Nutrición y Dietética
13222,100133474,2,3,SI,1,7,NO,Ing. Empresarial y de Sistemas
13223,100133475,3,3,SI,0,6,NO,Medic Veterinaria y Zootecnia
13224,100133476,0,0,NO,0,7,NO,Ing. Económica y de Negocios
13225,100133480,4,3,SI,0,6,NO,Medicina Humana
13226,100133489,2,3,NO,0,6,NO,Arquitectura y Urb Ambiental
13227,100133493,1,1,NO,0,5,NO,Medicina Humana
13228,100133494,3,1,SI,0,6,NO,Obstetricia
13229,100133532,1,1,NO,0,5,NO,Medicina Humana
13230,100133546,4,2,SI,1,7,NO,Medic Veterinaria y Zootecnia
13231,100133557,2,0,NO,0,6,NO,Medicina Humana
13232,100133559,0,1,NO,0,4,NO,Ingeniería Civil
13233,100133560,1,1,NO,0,7,NO,Administracion de Empresas
13234,100133562,1,0,SI,0,6,NO,Obstetricia
13235,100133573,0,1,SI,0,5,NO,Medicina Humana
13236,100133580,4,3,SI,0,6,NO,Medic Veterinaria y Zootecnia
13237,100133585,3,3,SI,0,7,NO,Medicina Humana
13238,100133587,1,1,NO,0,6,NO,Enfermería
13239,100133589,1,2,NO,0,5,NO,Ingeniería Ambiental
13240,100133590,1,3,SI,1,7,NO,Arquitectura y Urb Ambiental
13241,100133593,2,2,SI,0,5,NO,Medicina Humana
13242,100133599,0,2,NO,0,6,NO,Medicina Humana
13243,100133600,2,1,SI,0,6,NO,Medicina Humana
13244,100133607,1,0,NO,0,4,NO,Psicología
13245,100133613,1,0,NO,0,4,NO,Medicina Humana
13246,100133614,2,1,SI,0,6,NO,Medicina Humana
13247,100133624,0,0,SI,0,7,NO,Medicina Humana
13248,100133625,2,2,SI,1,5,NO,Farmacia y Bioquímica
13249,100133635,1,1,NO,0,6,NO,Arquitectura y Urb Ambiental
13250,100133637,3,3,SI,0,7,NO,Medic Veterinaria y Zootecnia
13251,100133638,0,0,NO,0,7,NO,Psicología
13252,100133640,2,2,SI,0,6,NO,Medicina Humana
13253,100133647,2,2,SI,0,5,NO,Medicina Humana
13254,100133649,1,2,SI,0,6,NO,Medicina Humana
13255,100133651,1,1,NO,0,5,NO,Ingeniería Civil
13256,100133652,0,3,NO,0,6,NO,Medicina Humana
13257,100133654,1,0,NO,0,6,NO,Adm. Negocios Internacionales
13258,100133656,0,2,SI,0,7,NO,Arquitectura y Urb Ambiental
13259,100133657,2,3,NO,0,5,NO,Medicina Humana
13260,100133659,1,2,SI,0,5,NO,Medicina Humana
13261,100133664,0,0,NO,0,6,NO,Ingeniería Civil
13262,100133665,1,0,NO,0,7,NO,Ing. Económica y de Negocios
13263,100133666,0,1,NO,0,6,NO,Ingeniería Civil
13264,100133669,2,1,NO,0,5,NO,Enfermería
13265,100133671,0,0,NO,0,6,NO,Derecho
13266,100133673,0,1,NO,0,6,NO,Farmacia y Bioquímica
13267,100133674,1,0,NO,0,5,NO,Enfermería
13268,100133678,1,4,SI,2,7,NO,Ing. Económica y de Negocios
13269,100133680,3,3,SI,0,6,NO,Ing. Empresarial y de Sistemas
13270,100133682,1,0,NO,0,7,NO,Arquitectura y Urb Ambiental
13271,100133683,1,1,NO,0,3,NO,Medicina Humana
13272,100133716,0,0,NO,0,6,NO,Artes Escénicas
13273,100133723,0,1,NO,0,7,NO,Farmacia y Bioquímica
13274,100133726,0,0,NO,0,5,NO,Medicina Humana
13275,100133727,2,1,NO,0,6,NO,Medicina Humana
13276,100133728,4,4,SI,4,4,SI,Medicina Humana
13277,100133729,2,0,NO,0,5,NO,Ingeniería Civil
13278,100133730,1,1,NO,0,4,NO,Medicina Humana
13279,100133731,2,1,SI,0,4,NO,Ingeniería Civil
13280,100133742,2,1,NO,0,5,NO,Enfermería
13281,100133748,1,1,SI,0,8,NO,Comunicación y Publicidad
13282,100133751,2,1,NO,0,6,NO,Medicina Humana
13283,100133754,0,0,NO,0,6,NO,Nutrición y Dietética
13284,100133758,3,2,SI,0,6,NO,Medicina Humana
13285,100133760,2,1,SI,0,6,NO,Medicina Humana
13286,100133767,2,2,NO,0,5,NO,Medicina Humana
13287,100133770,3,1,NO,0,6,NO,Enfermería
13288,100133784,4,2,SI,0,5,NO,Medicina Humana
13289,100133789,2,2,SI,0,5,NO,Medicina Humana
13290,100133791,1,1,NO,0,6,NO,Medicina Humana
13291,100133798,0,0,NO,0,8,NO,Psicología
13292,100133808,0,0,NO,0,6,NO,Marketing y Administración
13293,100133810,1,2,NO,0,6,NO,Medicina Humana
13294,100133812,2,2,SI,0,6,NO,Medicina Humana
13295,100133815,0,0,NO,0,6,NO,Administracion de Empresas
13296,100133816,1,1,NO,0,5,NO,Medicina Humana
13297,100133820,0,2,NO,0,6,NO,Medicina Humana
13298,100133824,2,2,NO,1,3,NO,Farmacia y Bioquímica
13299,100133839,0,1,NO,0,5,NO,Enfermería
13300,100133840,1,0,NO,0,7,NO,Administracion de Empresas
13301,100133842,2,4,SI,0,5,NO,Ing. Empresarial y de Sistemas
13302,100133847,3,1,NO,0,6,NO,Medic Veterinaria y Zootecnia
13303,100133850,0,0,NO,0,4,NO,Medicina Humana
13304,100133852,3,1,SI,0,7,NO,Obstetricia
13305,100133853,6,6,SI,5,6,SI,Medic Veterinaria y Zootecnia
13306,100133856,1,0,NO,0,7,NO,Derecho
13307,100133859,3,1,SI,0,6,NO,Medicina Humana
13308,100133872,1,0,NO,0,4,NO,Enfermería
13309,100133874,0,0,NO,0,8,NO,Arquitectura y Urb Ambiental
13310,100133875,2,3,SI,0,6,NO,Psicología
13311,100133878,3,0,SI,0,6,NO,Arquitectura y Urb Ambiental
13312,100133880,2,0,NO,0,7,NO,Medic Veterinaria y Zootecnia
13313,100133884,1,0,NO,0,5,NO,Nutrición y Dietética
13314,100133885,1,2,SI,0,5,NO,Medicina Humana
13315,100133886,1,2,NO,0,5,NO,Medicina Humana
13316,100133887,2,2,NO,0,7,NO,Medicina Humana
13317,100133889,2,1,NO,0,4,NO,Enfermería
13318,100133893,1,1,NO,0,7,NO,Ing. Empresarial y de Sistemas
13319,100133898,0,1,SI,0,6,NO,Medicina Humana
13320,100133902,3,2,SI,0,7,NO,Ing. Empresarial y de Sistemas
13321,100133907,2,1,NO,0,4,NO,Medicina Humana
13322,100133910,0,0,NO,0,3,NO,Estomatología
13323,100133912,1,1,NO,0,7,NO,Ing. Económica y de Negocios
13324,100133917,2,1,NO,0,5,NO,Medic Veterinaria y Zootecnia
13325,100133918,0,0,NO,0,4,NO,Nutrición y Dietética
13326,100133922,1,1,SI,0,6,NO,Psicología
13327,100133925,1,1,NO,0,6,NO,Derecho
13328,100133926,0,0,NO,0,4,NO,Enfermería
13329,100133927,0,0,NO,0,6,NO,Obstetricia
13330,100133942,1,1,NO,0,6,NO,Ingeniería Civil
13331,100133945,2,1,SI,0,6,NO,Estomatología
13332,100133950,2,0,NO,0,7,NO,Psicología
13333,100133951,0,0,NO,0,7,NO,Psicología
13334,100133955,2,2,NO,0,7,NO,Medic Veterinaria y Zootecnia
13335,100133956,2,2,SI,0,5,NO,Farmacia y Bioquímica
13336,100133957,0,1,NO,0,6,NO,Psicología
13337,100133963,2,1,SI,0,6,NO,Arquitectura y Urb Ambiental
13338,100133964,2,3,NO,0,6,NO,Ingeniería Ambiental
13339,100133968,0,2,NO,0,6,NO,Ing. Empresarial y de Sistemas
13340,100133984,3,1,SI,0,6,NO,Psicología
13341,100133995,3,2,SI,0,6,NO,Medicina Humana
13342,100133997,0,1,NO,0,6,NO,Ing. Económica y de Negocios
13343,100134011,2,1,NO,0,7,NO,Psicología
13344,100134016,1,0,NO,0,7,NO,Administracion de Empresas
13345,100134020,0,1,NO,0,7,NO,Medic Veterinaria y Zootecnia
13346,100134027,2,1,NO,0,8,NO,Ingeniería Civil
13347,100134028,3,2,NO,0,7,NO,Derecho
13348,100134029,1,1,NO,0,7,NO,Derecho
13349,100134030,0,0,NO,0,7,NO,Administracion de Empresas
13350,100134032,4,2,NO,0,6,NO,Psicología
13351,100134033,3,1,SI,0,7,NO,Medicina Humana
13352,100134036,1,1,NO,0,6,NO,Medic Veterinaria y Zootecnia
13353,100134037,2,1,SI,0,5,NO,Farmacia y Bioquímica
13354,100134050,1,1,SI,0,7,NO,Comunicación y Publicidad
13355,100134055,0,0,NO,0,5,NO,Enfermería
13356,100134072,3,1,NO,0,6,NO,Adm. Negocios Internacionales
13357,100134073,0,0,NO,0,5,NO,Medic Veterinaria y Zootecnia
13358,100134076,0,1,NO,0,8,NO,Ing. Empresarial y de Sistemas
13359,100134079,0,0,NO,0,7,NO,Marketing y Administración
13360,100134083,2,0,NO,0,7,NO,Adm. Negocios Internacionales
13361,100134087,0,1,NO,0,7,NO,Arquitectura y Urb Ambiental
13362,100134090,1,0,NO,0,7,NO,Psicología
13363,100134096,1,0,NO,0,6,NO,Medic Veterinaria y Zootecnia
13364,100134100,0,0,NO,0,5,NO,Psicología
13365,100134104,0,0,NO,0,5,NO,Marketing y Administración
13366,100134106,1,0,NO,0,6,NO,Psicología
13367,100134107,0,0,NO,0,7,NO,Marketing y Administración
13368,100134109,1,1,SI,0,5,NO,Biología Marina
13369,100134111,0,0,NO,0,8,NO,Comunicación y Publicidad
13370,100134112,3,1,NO,1,6,NO,Ing. Económica y de Negocios
13371,100134127,0,0,NO,0,6,NO,Enfermería
13372,100134129,2,2,SI,0,7,NO,Ing. Empresarial y de Sistemas
13373,100134130,1,4,NO,0,8,NO,Arquitectura y Urb Ambiental
13374,100134132,0,0,NO,0,7,NO,Marketing y Administración
13375,100134133,0,0,NO,0,6,NO,Derecho
13376,100134135,2,2,NO,0,6,NO,Enfermería
13377,100134137,2,2,SI,0,5,NO,Farmacia y Bioquímica
13378,100134138,0,1,NO,0,8,NO,Comunicación y Publicidad
13379,100134139,2,0,SI,0,5,NO,Estomatología
13380,100134140,1,0,NO,0,6,NO,Marketing y Administración
13381,100134141,2,2,SI,0,7,NO,Farmacia y Bioquímica
13382,100134143,2,1,NO,0,6,NO,Estomatología
13383,100134145,0,0,NO,0,5,NO,Ingeniería Ambiental
13384,100134147,0,0,NO,0,7,NO,Derecho
13385,100134148,1,1,NO,0,5,NO,Obstetricia
13386,100134150,1,1,NO,0,6,NO,Ingeniería Ambiental
13387,100134151,0,0,NO,0,6,NO,Administracion de Empresas
13388,100134153,7,7,SI,7,7,SI,Artes Escénicas
13389,100134154,6,7,SI,4,7,SI,Arquitectura y Urb Ambiental
13390,100134163,0,0,NO,0,6,NO,Ingeniería Civil
13391,100134197,1,0,NO,0,5,NO,Farmacia y Bioquímica
13392,100134198,1,1,NO,0,6,NO,Estomatología
13393,100134200,0,0,NO,0,7,NO,Adm. Negocios Internacionales
13394,100134201,0,1,NO,0,5,NO,Ingeniería Agroforestal
13395,100134208,2,1,NO,0,5,NO,Obstetricia
13396,100134211,0,0,NO,0,7,NO,Ing. Empresarial y de Sistemas
13397,100134216,0,0,NO,0,6,NO,Obstetricia
13398,100134221,2,2,SI,0,7,NO,Ing. Empresarial y de Sistemas
13399,100134223,2,1,SI,1,6,NO,Enfermería
13400,100134225,2,2,SI,0,6,NO,Arquitectura y Urb Ambiental
13401,100134226,1,2,NO,1,3,NO,Obstetricia
13402,100134227,1,2,NO,0,5,NO,Ingeniería Civil
13403,100134228,3,1,NO,0,7,NO,Psicología
13404,100134229,2,2,NO,0,6,NO,Biología Marina
13405,100134230,0,1,NO,0,7,NO,Administracion de Empresas
13406,100134231,2,1,NO,0,6,NO,Ingeniería Agroforestal
13407,100134232,1,0,NO,0,6,NO,Ing. Empresarial y de Sistemas
13408,100134233,0,0,NO,0,5,NO,Ingeniería Civil
13409,100134234,0,0,SI,0,7,NO,Arquitectura y Urb Ambiental
13410,100134236,2,2,SI,0,6,NO,Enfermería
13411,100134242,1,2,SI,0,7,NO,Derecho
13412,100134245,1,1,NO,0,8,NO,Comunicación y Publicidad
13413,100134247,0,0,NO,0,6,NO,Administracion de Empresas
13414,100134253,1,0,NO,0,6,NO,Derecho
13415,100134264,3,0,NO,0,6,NO,Estomatología
13416,100134267,0,1,NO,0,6,NO,Comunicación y Publicidad
13417,100134279,2,0,NO,0,3,NO,Psicología
13418,100134290,1,2,NO,0,7,NO,Arquitectura y Urb Ambiental
13419,100134294,0,0,NO,0,5,NO,Medic Veterinaria y Zootecnia
13420,100134295,2,2,NO,1,6,NO,Adm. Negocios Internacionales
13421,100134297,1,0,NO,0,7,NO,Artes Escénicas
13422,100134298,0,1,NO,0,6,NO,Enfermería
13423,100134302,2,2,SI,0,7,NO,Psicología
13424,100134303,0,0,NO,0,6,NO,Ing. Económica y de Negocios
13425,100134305,1,0,NO,0,5,NO,Estomatología
13426,100134314,0,1,NO,0,6,NO,Marketing y Administración
13427,100134322,2,2,NO,0,7,NO,Derecho
13428,100134324,2,1,NO,0,6,NO,Medic Veterinaria y Zootecnia
13429,100134326,2,1,NO,0,6,NO,Medic Veterinaria y Zootecnia
13430,100134334,0,1,NO,0,7,NO,Psicología
13431,100134342,0,0,NO,0,5,NO,Medic Veterinaria y Zootecnia
13432,100134345,3,2,NO,0,6,NO,Medic Veterinaria y Zootecnia
13433,100134350,1,1,NO,0,7,NO,Derecho
13434,100134353,1,0,NO,0,7,NO,Psicología
13435,100134354,2,1,NO,0,7,NO,Enfermería
13436,100134357,1,0,NO,0,5,NO,Enfermería
13437,100134362,1,1,NO,0,6,NO,Medic Veterinaria y Zootecnia
13438,100134363,2,0,NO,0,6,NO,Ingeniería Civil
13439,100134369,5,6,SI,3,6,SI,Ing. Empresarial y de Sistemas
13440,100134375,0,0,NO,0,3,NO,Derecho
13441,100134380,4,1,SI,0,7,NO,Estomatología
13442,100134385,0,1,NO,0,5,NO,Contabilidad Corporativa
13443,100134386,2,2,NO,1,7,NO,Adm. Negocios Internacionales
13444,100134387,1,0,NO,0,7,NO,Turismo Sostenible y Hotelería
13445,100134388,2,0,NO,0,6,NO,Medic Veterinaria y Zootecnia
13446,100134392,2,1,NO,0,5,NO,Derecho
13447,100134397,1,2,NO,0,7,NO,Derecho
13448,100134398,1,1,NO,0,6,NO,Psicología
13449,100134400,3,2,SI,0,6,NO,Ingeniería Ambiental
13450,100134407,3,1,NO,0,7,NO,Arquitectura y Urb Ambiental
13451,100134427,3,2,NO,1,7,NO,Ing. Económica y de Negocios
13452,100134435,0,0,NO,0,7,NO,Administracion de Empresas
13453,100134437,1,0,NO,0,4,NO,Adm. Negocios Internacionales
13454,100134438,0,1,NO,0,4,NO,Derecho
13455,100134448,1,2,NO,0,7,NO,Marketing y Administración
13456,100134449,1,1,NO,0,5,NO,Farmacia y Bioquímica
13457,100134452,2,1,SI,0,6,NO,Derecho
13458,100134457,1,1,NO,0,6,NO,Administracion de Empresas
13459,100134459,2,0,NO,0,5,NO,Ingeniería Ambiental
13460,100134462,2,1,SI,0,5,NO,Enfermería
13461,100134465,1,2,NO,0,7,NO,Ingeniería Civil
13462,100134473,1,1,NO,0,6,NO,Enfermería
13463,100134476,1,2,NO,0,7,NO,Ingeniería Civil
13464,100134478,1,3,SI,1,4,NO,Biología Marina
13465,100134479,1,0,NO,0,6,NO,Marketing y Administración
13466,100134480,2,3,SI,0,6,NO,Ingeniería Ambiental
13467,100134481,2,2,NO,0,6,NO,Derecho
13468,100134482,0,0,NO,0,5,NO,Ing. Económica y de Negocios
13469,100134486,3,2,SI,0,5,NO,Psicología
13470,100134488,2,6,SI,2,6,NO,Adm. Negocios Internacionales
13471,100134489,3,2,SI,0,5,NO,Estomatología
13472,100134490,1,1,NO,0,6,NO,Ing. Económica y de Negocios
13473,100134511,4,3,SI,1,7,NO,Derecho
13474,100134515,2,1,NO,0,4,NO,Psicología
13475,100134516,1,0,NO,0,7,NO,Artes Escénicas
13476,100134517,0,0,NO,0,5,NO,Ing. Económica y de Negocios
13477,100134520,1,2,SI,0,6,NO,Enfermería
13478,100134522,3,2,SI,1,4,NO,Obstetricia
13479,100134525,2,1,NO,0,4,NO,Psicología
13480,100134526,1,1,NO,0,5,NO,Contabilidad Corporativa
13481,100134527,0,0,NO,0,6,NO,Psicología
13482,100134532,1,1,NO,0,7,NO,Arquitectura y Urb Ambiental
13483,100134533,2,3,NO,0,6,NO,Ing. Empresarial y de Sistemas
13484,100134536,1,1,SI,0,7,NO,Adm. Negocios Internacionales
13485,100134538,2,0,NO,0,5,NO,Ingeniería Civil
13486,100134539,1,1,NO,0,7,NO,Psicología
13487,100134541,0,0,NO,0,4,NO,Enfermería
13488,100134542,1,0,NO,0,6,NO,Derecho
13489,100134543,0,0,NO,0,4,NO,Nutrición y Dietética
13490,100134550,1,1,NO,0,6,NO,Enfermería
13491,100134563,3,1,SI,0,7,NO,Psicología
13492,100134610,1,0,NO,0,6,NO,Biología Marina
13493,100134611,3,2,SI,0,6,NO,Ingeniería Ambiental
13494,100134620,1,0,NO,0,7,NO,Farmacia y Bioquímica
13495,100134625,2,1,SI,0,4,NO,Psicología
13496,100134626,5,5,SI,5,5,SI,Medic Veterinaria y Zootecnia
13497,100134627,0,0,NO,0,6,NO,Administracion de Empresas
13498,100134628,4,4,SI,4,4,SI,Nutrición y Dietética
13499,100134631,1,3,NO,0,5,NO,Derecho
13500,100134634,0,2,NO,0,6,NO,Adm. Negocios Internacionales
13501,100134635,1,0,NO,0,5,NO,Estomatología
13502,100134638,1,2,SI,0,6,NO,Psicología
13503,100134641,3,1,SI,0,8,NO,Derecho
13504,100134642,3,4,SI,0,8,NO,Obstetricia
13505,100134643,2,3,NO,0,6,NO,Arquitectura y Urb Ambiental
13506,100134644,0,0,NO,0,7,NO,Comunicación y Publicidad
13507,100134649,3,1,SI,0,5,NO,Medic Veterinaria y Zootecnia
13508,100134650,6,7,SI,6,7,SI,Medic Veterinaria y Zootecnia
13509,100134658,1,0,NO,0,5,NO,Comunicación y Publicidad
13510,100134661,3,3,SI,0,7,NO,Ing. Empresarial y de Sistemas
13511,100134662,0,0,NO,0,7,NO,Comunicación y Publicidad
13512,100134663,1,1,SI,0,3,NO,Ingeniería Ambiental
13513,100134664,3,3,SI,2,4,SI,Derecho
13514,100134665,2,1,NO,0,8,NO,Arquitectura y Urb Ambiental
13515,100134667,1,1,NO,0,6,NO,Medic Veterinaria y Zootecnia
13516,100134668,0,0,NO,0,6,NO,Marketing y Administración
13517,100134670,2,2,NO,0,6,NO,Administracion de Empresas
13518,100134671,1,1,NO,0,5,NO,Ing. Empresarial y de Sistemas
13519,100134674,1,1,NO,0,6,NO,Administracion de Empresas
13520,100134692,0,1,NO,0,6,NO,Administracion de Empresas
13521,100134693,2,1,NO,0,5,NO,Biología Marina
13522,100134694,1,0,NO,0,6,NO,Adm. Negocios Internacionales
13523,100134696,1,2,SI,0,6,NO,Ingeniería Ambiental
13524,100134697,5,7,SI,6,7,SI,Artes Escénicas
13525,100134699,0,0,NO,0,4,NO,Enfermería
13526,100134703,3,3,SI,1,5,NO,Enfermería
13527,100134707,1,1,NO,1,5,NO,Psicología
13528,100134709,0,0,NO,0,4,NO,Obstetricia
13529,100134719,0,0,NO,0,7,NO,Adm. Negocios Internacionales
13530,100134722,0,0,NO,0,6,NO,Administracion de Empresas
13531,100134725,0,2,NO,0,6,NO,Derecho
13532,100134728,1,3,NO,0,5,NO,Psicología
13533,100134729,0,0,NO,0,7,NO,Comunicación y Publicidad
13534,100134730,1,1,NO,0,7,NO,Ingeniería Civil
13535,100134733,1,2,SI,0,5,NO,Artes Escénicas
13536,100134735,2,3,SI,2,4,SI,Medic Veterinaria y Zootecnia
13537,100134736,4,3,SI,1,7,NO,Derecho
13538,100134738,2,2,SI,0,6,NO,Enfermería
13539,100134759,0,3,NO,0,6,NO,Ingeniería Ambiental
13540,100134761,3,0,NO,0,6,NO,Estomatología
13541,100134762,3,3,SI,0,6,NO,Enfermería
13542,100134763,1,2,NO,0,6,NO,Enfermería
13543,100134767,3,2,SI,0,6,NO,Medic Veterinaria y Zootecnia
13544,100134771,2,0,NO,0,5,NO,Ing. Empresarial y de Sistemas
13545,100134772,0,0,NO,0,7,NO,Comunicación y Publicidad
13546,100134777,0,0,NO,0,6,NO,Medicina Humana
13547,100134786,2,1,SI,0,4,NO,Nutrición y Dietética
13548,100134790,0,0,NO,0,6,NO,Adm. Negocios Internacionales
13549,100134792,3,1,SI,1,5,NO,Ingeniería Ambiental
13550,100134796,1,0,NO,0,5,NO,Nutrición y Dietética
13551,100134797,1,0,NO,0,4,NO,Medic Veterinaria y Zootecnia
13552,100134798,0,0,NO,0,7,NO,Farmacia y Bioquímica
13553,100134799,1,0,NO,0,7,NO,Artes Escénicas
13554,100134801,0,1,NO,0,6,NO,Arquitectura y Urb Ambiental
13555,100134807,1,1,NO,0,7,NO,Marketing y Administración
13556,100134814,0,1,NO,0,7,NO,Comunicación y Publicidad
13557,100134816,3,2,NO,0,4,NO,Ing. Empresarial y de Sistemas
13558,100134817,1,2,SI,0,6,NO,Ingeniería Ambiental
13559,100134821,0,0,NO,0,6,NO,Adm. Negocios Internacionales
13560,100134825,1,2,SI,0,7,NO,Derecho
13561,100134826,5,5,SI,2,6,NO,Medic Veterinaria y Zootecnia
13562,100134831,5,3,SI,0,6,NO,Ing. Empresarial y de Sistemas
13563,100134833,6,4,SI,3,7,NO,Psicología
13564,100134837,2,3,SI,0,8,NO,Psicología
13565,100134842,1,1,NO,0,4,NO,Estomatología
13566,100134846,1,1,NO,0,7,NO,Medic Veterinaria y Zootecnia
